iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
GUF,South America,French Guiana,7/26/2022,91812,0,127.286,404,0,0.286,301449.923,0,417.922,1326.469,0,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,7/27/2022,91812,0,127.286,404,0,0.286,301449.923,0,417.922,1326.469,0,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,7/28/2022,91812,0,127.286,404,0,0.286,301449.923,0,417.922,1326.469,0,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,7/29/2022,92575,763,236.286,404,0,0.286,303955.11,2505.188,775.806,1326.469,0,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,7/30/2022,92575,0,109,407,3,0.429,303955.11,0,357.884,1336.319,9.85,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,7/31/2022,92575,0,109,407,0,0.429,303955.11,0,357.884,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,250.40002,9.16,10.09,822.1482
GUF,South America,French Guiana,8/1/2022,92575,0,109,407,0,0.429,303955.11,0,357.884,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/2/2022,92575,0,109,407,0,0.429,303955.11,0,357.884,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/3/2022,92575,0,109,407,0,0.429,303955.11,0,357.884,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/4/2022,92575,0,109,407,0,0.429,303955.11,0,357.884,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/5/2022,92575,0,0,407,0,0.429,303955.11,0,0,1336.319,0,1.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/6/2022,92989,414,59.143,407,0,0,305314.413,1359.302,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/7/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,247.40002,8.97,-12.5,812.29816
GUF,South America,French Guiana,8/8/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/9/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/10/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/11/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/12/2022,92989,0,59.143,407,0,0,305314.413,0,194.186,1336.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/13/2022,93277,288,41.143,408,1,0.143,306260.014,945.602,135.086,1339.602,3.283,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/14/2022,93277,0,41.143,408,0,0.143,306260.014,0,135.086,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,253.60002,9.12,28.44,832.65485
GUF,South America,French Guiana,8/15/2022,93277,0,41.143,408,0,0.143,306260.014,0,135.086,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/16/2022,93277,0,41.143,408,0,0.143,306260.014,0,135.086,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/17/2022,93277,0,41.143,408,0,0.143,306260.014,0,135.086,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/18/2022,93277,0,41.143,408,0,0.143,306260.014,0,135.086,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/19/2022,93420,143,61.571,408,0,0.143,306729.532,469.517,202.16,1339.602,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/20/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/21/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,254.40002,9.08,3.6,835.28156
GUF,South America,French Guiana,8/22/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/23/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/24/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/25/2022,93420,0,20.429,408,0,0,306729.532,0,67.074,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/26/2022,93586,166,23.714,408,0,0,307274.566,545.034,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/27/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/28/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,255.60002,9.06,6.06,839.2215
GUF,South America,French Guiana,8/29/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/30/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,8/31/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/1/2022,93586,0,23.714,408,0,0,307274.566,0,77.862,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/2/2022,93735,149,21.286,408,0,0,307763.783,489.218,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/3/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/4/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,256.80002,9.03,5.77,843.1615
GUF,South America,French Guiana,9/5/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/6/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/7/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/8/2022,93735,0,21.286,408,0,0,307763.783,0,69.888,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/9/2022,93735,0,0,408,0,0,307763.783,0,0,1339.602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/10/2022,93837,102,14.571,409,1,0.143,308098.684,334.901,47.843,1342.886,3.283,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/11/2022,93837,0,14.571,409,0,0.143,308098.684,0,47.843,1342.886,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,253.80002,8.87,-15.79,833.3115
GUF,South America,French Guiana,9/12/2022,93837,0,14.571,409,0,0.143,308098.684,0,47.843,1342.886,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/13/2022,93837,0,14.571,409,0,0.143,308098.684,0,47.843,1342.886,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/14/2022,93837,0,14.571,409,0,0.143,308098.684,0,47.843,1342.886,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/15/2022,93837,0,14.571,409,0,0.143,308098.684,0,47.843,1342.886,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/16/2022,93925,88,27.143,410,1,0.286,308387.618,288.934,89.119,1346.169,3.283,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/17/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/18/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,252.60002,8.76,-5.41,829.3715
GUF,South America,French Guiana,9/19/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/20/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/21/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/22/2022,93925,0,12.571,410,0,0.143,308387.618,0,41.276,1346.169,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/23/2022,93925,0,0,410,0,0,308387.618,0,0,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/24/2022,93974,49,7,410,0,0,308548.501,160.884,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/25/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,253.40002,8.72,3.77,831.99817
GUF,South America,French Guiana,9/26/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/27/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/28/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/29/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,9/30/2022,93974,0,7,410,0,0,308548.501,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/1/2022,93974,0,0,410,0,0,308548.501,0,0,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/2/2022,94023,49,7,410,0,0,308709.385,160.884,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,253.60002,8.67,1.01,832.65485
GUF,South America,French Guiana,10/3/2022,94023,0,7,410,0,0,308709.385,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/4/2022,94023,0,7,410,0,0,308709.385,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/5/2022,94023,0,7,410,0,0,308709.385,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/6/2022,94023,0,7,410,0,0,308709.385,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/7/2022,94023,0,7,410,0,0,308709.385,0,22.983,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/8/2022,94073,50,14.143,410,0,0,308873.552,164.167,46.436,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/9/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,253.20003,8.6,-1.96,831.34155
GUF,South America,French Guiana,10/10/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/11/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/12/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/13/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/14/2022,94073,0,7.143,410,0,0,308873.552,0,23.452,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/15/2022,94128,55,7.857,410,0,0,309054.136,180.584,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/16/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,260.60004,8.79,42.05,855.63824
GUF,South America,French Guiana,10/17/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/18/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/19/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/20/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/21/2022,94128,0,7.857,410,0,0,309054.136,0,25.798,1346.169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/22/2022,94196,68,9.714,411,1,0.143,309277.403,223.267,31.895,1349.452,3.283,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/23/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,263.00003,8.82,12.9,863.51825
GUF,South America,French Guiana,10/24/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/25/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/26/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/27/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/28/2022,94196,0,9.714,411,0,0.143,309277.403,0,31.895,1349.452,0,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/29/2022,94259,63,9,411,0,0,309484.253,206.85,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,10/30/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,252.20003,8.4,-49.54,828.05817
GUF,South America,French Guiana,10/31/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/1/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/2/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/3/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/4/2022,94259,0,9,411,0,0,309484.253,0,29.55,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/5/2022,94309,50,7.143,411,0,0,309648.42,164.167,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/6/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,247.80003,8.2,-23.91,813.6115
GUF,South America,French Guiana,11/7/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/8/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/9/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/10/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/11/2022,94309,0,7.143,411,0,0,309648.42,0,23.452,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/12/2022,94421,112,16,411,0,0,310016.154,367.734,52.533,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
GUF,South America,French Guiana,11/13/2022,94421,0,16,411,0,0,310016.154,0,52.533,1349.452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,242.00003,7.95,-27.88,794.5681
